Sevilla, -, ESP
month,day,hour,Direct Norm Rad,
 , , ,(Wh/sq.m),
1,30,23,0.0,
1,30,24,0.0,
1,31,1,0.0,
1,31,2,0.0,
1,31,3,0.0,
1,31,4,0.0,
1,31,5,0.0,
1,31,6,0.0,
1,31,7,0.0,
1,31,8,0.0,
1,31,9,0.0,
1,31,10,356.0,
1,31,11,517.0,
1,31,12,640.0,
1,31,13,817.0,
1,31,14,798.0,
1,31,15,583.0,
1,31,16,264.0,
1,31,17,164.0,
1,31,18,107.0,
1,31,19,0.0,
1,31,20,0.0,
1,31,21,0.0,
1,31,22,0.0,
1,31,23,0.0,
1,31,24,0.0,
2,1,1,0.0,
2,1,2,0.0,
2,1,3,0.0,
2,1,4,0.0,
2,1,5,0.0,
2,1,6,0.0,
2,1,7,0.0,
2,1,8,0.0,
2,1,9,0.0,
2,1,10,31.0,
2,1,11,31.0,
2,1,12,31.0,
2,1,13,34.0,
2,1,14,31.0,
2,1,15,31.0,
2,1,16,44.0,
2,1,17,28.0,
2,1,18,22.0,
2,1,19,0.0,
2,1,20,0.0,
2,1,21,0.0,
2,1,22,0.0,
2,1,23,0.0,
2,1,24,0.0,
2,2,1,0.0,
2,2,2,0.0,
2,2,3,0.0,
2,2,4,0.0,
2,2,5,0.0,
2,2,6,0.0,
2,2,7,0.0,
2,2,8,0.0,
2,2,9,0.0,
2,2,10,50.0,
2,2,11,85.0,
2,2,12,116.0,
2,2,13,110.0,
2,2,14,91.0,
2,2,15,50.0,
2,2,16,37.0,
2,2,17,18.0,
2,2,18,25.0,
2,2,19,0.0,
2,2,20,0.0,
2,2,21,0.0,
2,2,22,0.0,
2,2,23,0.0,
2,2,24,0.0,
2,3,1,0.0,
2,3,2,0.0,
2,3,3,0.0,
2,3,4,0.0,
2,3,5,0.0,
2,3,6,0.0,
2,3,7,0.0,
2,3,8,0.0,
2,3,9,0.0,
2,3,10,189.0,
2,3,11,340.0,
2,3,12,432.0,
2,3,13,441.0,
2,3,14,498.0,
2,3,15,403.0,
2,3,16,258.0,
2,3,17,227.0,
2,3,18,283.0,
2,3,19,0.0,
2,3,20,0.0,
2,3,21,0.0,
2,3,22,0.0,
2,3,23,0.0,
2,3,24,0.0,
2,4,1,0.0,
2,4,2,0.0,
2,4,3,0.0,
2,4,4,0.0,
2,4,5,0.0,
2,4,6,0.0,
2,4,7,0.0,
2,4,8,0.0,
2,4,9,0.0,
2,4,10,558.0,
2,4,11,700.0,
2,4,12,779.0,
2,4,13,826.0,
2,4,14,845.0,
2,4,15,832.0,
2,4,16,794.0,
2,4,17,725.0,
2,4,18,605.0,
2,4,19,0.0,
2,4,20,0.0,
2,4,21,0.0,
2,4,22,0.0,
2,4,23,0.0,
2,4,24,0.0,
2,5,1,0.0,
2,5,2,0.0,
2,5,3,0.0,
2,5,4,0.0,
2,5,5,0.0,
2,5,6,0.0,
2,5,7,0.0,
2,5,8,0.0,
2,5,9,0.0,
2,5,10,561.0,
2,5,11,700.0,
2,5,12,779.0,
2,5,13,826.0,
2,5,14,845.0,
2,5,15,835.0,
2,5,16,794.0,
2,5,17,725.0,
2,5,18,611.0,
2,5,19,0.0,
2,5,20,0.0,
2,5,21,0.0,
2,5,22,0.0,
2,5,23,0.0,
2,5,24,0.0,
2,6,1,0.0,
2,6,2,0.0,
2,6,3,0.0,
2,6,4,0.0,
2,6,5,0.0,
2,6,6,0.0,
2,6,7,0.0,
2,6,8,0.0,
2,6,9,0.0,
2,6,10,564.0,
2,6,11,703.0,
2,6,12,782.0,
2,6,13,829.0,
2,6,14,848.0,
2,6,15,839.0,
2,6,16,798.0,
2,6,17,728.0,
2,6,18,611.0,
2,6,19,0.0,
2,6,20,0.0,
2,6,21,0.0,
2,6,22,0.0,
2,6,23,0.0,
2,6,24,0.0,
2,7,1,0.0,
2,7,2,0.0,
2,7,3,0.0,
2,7,4,0.0,
2,7,5,0.0,
2,7,6,0.0,
2,7,7,0.0,
2,7,8,0.0,
2,7,9,0.0,
2,7,10,85.0,
2,7,11,116.0,
2,7,12,268.0,
2,7,13,388.0,
2,7,14,441.0,
2,7,15,684.0,
2,7,16,738.0,
2,7,17,447.0,
2,7,18,268.0,
2,7,19,0.0,
2,7,20,0.0,
2,7,21,0.0,
2,7,22,0.0,
2,7,23,0.0,
2,7,24,0.0,
2,8,1,0.0,
2,8,2,0.0,
2,8,3,0.0,
2,8,4,0.0,
2,8,5,0.0,
2,8,6,0.0,
2,8,7,0.0,
2,8,8,0.0,
2,8,9,0.0,
2,8,10,533.0,
2,8,11,599.0,
2,8,12,548.0,
2,8,13,372.0,
2,8,14,182.0,
2,8,15,451.0,
2,8,16,741.0,
2,8,17,542.0,
2,8,18,318.0,
2,8,19,0.0,
2,8,20,0.0,
2,8,21,0.0,
2,8,22,0.0,
2,8,23,0.0,
2,8,24,0.0,
2,9,1,0.0,
2,9,2,0.0,
2,9,3,0.0,
2,9,4,0.0,
2,9,5,0.0,
2,9,6,0.0,
2,9,7,0.0,
2,9,8,0.0,
2,9,9,0.0,
2,9,10,618.0,
2,9,11,741.0,
2,9,12,817.0,
2,9,13,810.0,
2,9,14,703.0,
2,9,15,605.0,
2,9,16,567.0,
2,9,17,536.0,
2,9,18,331.0,
2,9,19,0.0,
2,9,20,0.0,
2,9,21,0.0,
2,9,22,0.0,
2,9,23,0.0,
2,9,24,0.0,
2,10,1,0.0,
2,10,2,0.0,
2,10,3,0.0,
2,10,4,0.0,
2,10,5,0.0,
2,10,6,0.0,
2,10,7,0.0,
2,10,8,0.0,
2,10,9,0.0,
2,10,10,539.0,
2,10,11,706.0,
2,10,12,785.0,
2,10,13,832.0,
2,10,14,851.0,
2,10,15,779.0,
2,10,16,678.0,
2,10,17,700.0,
2,10,18,507.0,
2,10,19,0.0,
2,10,20,0.0,
2,10,21,0.0,
2,10,22,0.0,
2,10,23,0.0,
2,10,24,0.0,
2,11,1,0.0,
2,11,2,0.0,
2,11,3,0.0,
2,11,4,0.0,
2,11,5,0.0,
2,11,6,0.0,
2,11,7,0.0,
2,11,8,0.0,
2,11,9,0.0,
